Title,Description,User_Notes,Status,Original_PB_Status,PB_ID,Needs_Enrichment
API Credentials Enhancements,"## 📒 **Feature short description:** Gathering insights about API creds --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- API Key / credentials per client or project rather than per user for feature experimentation.The client has to push its app to google cloud and would rather have client/project credentials rather than user based credentials.Henrymeds during Kick off phase
- Issue/request : my client re-generate API credentials and the old one was disable. Client: Coop NorgeClient email: joachim.furuseth@coop.no / jesper.norr@avensia.comFeedback from clients : Hiding the secret is goodIf generating credentials removes the old one, it need to be really clear that integrations might stop workingIt seem strange that the credential is connected to the user instead of the application (might be a reason for this). But if Joachim's account is closed, then we will be in the same situation again where credentials stop working, I assumeIf we want to use different credentials in production and stage, as we usually want since staging credential might need to be shared more freely, we need to profilesIf we want different credentials for different application and even different teams in coop, we need X profiles to generate that (this is not unusual in coop)Most integrations I've done, where we need to generate credentials, I've been able to generate lists of credentials where if I forget the secret or need a new one to another team, I can just generate that and keep using the old one.Request:API credentials per client account (and not by users) only accessible to Super Admins Do not disable former credentials or add an alert that warns the client Dmitry probably provided a similar feedback for the same clientThanks-- Marie LemaireSenior Customer Success ManagerTel. +33 6 76 78 26 58www.kameleoon.comLynton House L7-12 Tavistock SquareWC1H 9LT London
- Pain Point: as a Super Admin I don't have access to the API credentials of the account users. We have created extra Kameleoon users who are only for API use for the whole team. The email addresses used for this exist, but don't have SSO rights in the company. This means it's not possible to log in to the user account. So the API credentials can't be viewed or regenerated by anyone in the usual way. In these cases we always have to contact the CSM or TAM. Solution: the Super Admin should be able to view and regenerate the API Credentials of every account user in the user dashboard.
- i’d like to request a feature enhancement for organization administrators in Kameleoon.Currently, some of my team members are using their own client secrets and client IDs within their respective backend microservices. As an organization admin, I do not have visibility into which client credentials are being used in the server-side SDKs. This lack of oversight poses challenges for governance, security, and maintenance.While we encourage the use of service accounts, I would also like to have visibility into which service accounts are actively being used across our implementation.Feature Request:A dashboard or report accessible to org admins that lists all client IDs, secrets, and service accounts currently in use.Optionally, include metadata such as the associated user, microservice, or environment (e.g., staging, production).This feature would greatly improve transparency and help ensure best practices are followed across teams.Thank you for considering this request.",Under Review,New idea,30265919,No
Campaign - Health checks,,"

---
**User Feedback:**
- When goals are called up on an experiment but are ‘inactive’ in the BO, would it be possible to generate an error message? Otherwise, the simulation panel is not displayed (or is completely blank) without any explanation. It would be necessary to be able to warn that this is the cause of the bug in order to reactivate the goals called up. Example: an experiment that was unarchived then duplicated by Cultura and whose goals had been deactivated.",Under Review,New idea,30265920,Yes
Script size calculation and evolution,"## 📒 **Feature short description:** Ability to visualize the evolution of a script’s weight over time in the form of a curve\. This feature would show the impact of live tests during specific periods and highlight changes in script weight when the script is cleaned\. It would help monitor performance and better understand the impact of script adjustments\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- They would like to see the evolution of the script's weight over time in the form of a curve. That would show the impact of live test during certain period of time of when they clean the BO.
- good history to keep track of performance",Under Review,New idea,30265985,No
Custom Data - dataLayer improvements,,"

---
**User Feedback:**
- I'd like to modify the customData tool so that I can choose which dataLayer I'm looking for the layer in (For example, Petit Bateau has 2 dataLayers dataLayer and dataLayerV2 when I create a cd from the tool to find a layer in dataLayer V2 it doesn't work because the tool looks in dataLayer which is obsolete).",Under Review,New idea,30265995,Yes
Custom Data - Contains option,,"

---
**User Feedback:**
- Ability to select different values of a custom data by using a 'contains' option.",Under Review,New idea,30266022,Yes
Custom Alert for Exceeding Snippet Size,"## 📒 **Feature short description:** Ability to set up a custom alert when the snippet size exceeds a specified value\. This feature would help monitor and manage script size, ensuring it remains within optimal performance limits and preventing potential issues with page load times or functionality\. --- ## 📄 Attached documents - **Figma file**: optional \(paste link\) - **Spec file**: optional \(paste link\) - **Redmine ticket**: mandatory \(paste link\) - **Image:** mandatory, to illustrate the topic","

---
**User Feedback:**
- Requested by Adeo (Leroy Merlin) during the presales cycle for a +200k ACV deal : Possibility to setup up a custom alert when the snippet size exceeds a specific value.This option could be available in the Chrome extension, for example in the perf. analysis section and the alert would need to be setup per project
- for IT TEams it would be a nice feature and security protocol",Under Review,New idea,30266111,No
Template for prompts,,,Under Review,New idea,30268237,Yes
✨ Ai suggestions - Export the suggestions for each page in a csv/XML,,,Under Review,New idea,30274518,Yes
Type of bulk changes,,,Under Review,New idea,30274537,Yes
Full redesign of description thanks to the HTML,,,Under Review,New idea,30274543,Yes
TOP3 caracteristics,,,Under Review,New idea,30274552,Yes
✨ Ai suggestions - Edit text suggestion,,,Under Review,New idea,30274555,Yes
Automatically Update Variations When Updating Associated Widgets,,,Complete,Released,30286405,Yes
Enhance Widgets with CD,,,Complete,Released,30286649,Yes
Add quickly multiple URLs on the segment builder,,"

---
**User Feedback:**
- When we can target multiple URLs in a test, it's time-consuming to drag and drop each one into the targeting flow. The only ""fast"" option for now is to create a JS condition, but this requires the help of developers. Can we add an option to import a list of URLs and add them all in one (CSV file or copy/paste) and then decide whether to include or exclude them from our segment?Providence is really interested in this feature, and he's looking forward to testing the new flow. Thank you!",In Progress,Development in progress,30287796,Yes
